,carat,cut,color,clarity,depth,table,price,x,y,z
34866,0.56,Very Good,D,IF,62.5,59.0,4025,5.26,5.3,3.3
34867,1.13,Ideal,H,SI1,61.3,57.0,4556,6.72,6.7,4.11
34868,0.28,Very Good,F,VS1,60.8,58.0,487,4.24,4.28,2.59
34869,0.38,Ideal,H,VS2,62.8,55.0,898,4.66,4.64,2.92
34870,0.96,Fair,I,SI2,66.3,58.0,2540,6.07,5.9,3.97
34871,0.3,Very Good,E,SI1,62.9,57.0,526,4.27,4.32,2.7
34872,0.32,Premium,D,SI1,60.9,60.0,756,4.41,4.39,2.68
34873,0.52,Premium,E,SI1,60.3,58.0,1369,5.2,5.24,3.15
34874,0.51,Ideal,D,VS1,61.6,57.0,1962,5.13,5.16,3.17
34875,0.41,Ideal,F,VS1,61.8,56.0,1076,4.79,4.75,2.95
34876,1.34,Ideal,I,SI2,61.3,55.0,5778,7.16,7.12,4.38
34877,1.14,Ideal,G,SI2,62.3,56.0,6346,6.66,6.69,4.16
34878,1.13,Premium,G,IF,61.2,59.0,9525,6.71,6.78,4.13
34879,0.62,Premium,E,VVS2,60.7,60.0,2727,5.51,5.43,3.32
34880,1.5,Ideal,I,VS2,62.6,57.0,9761,7.31,7.26,4.56
34881,0.7,Ideal,G,VVS2,63.0,55.0,2993,5.65,5.69,3.57
34882,2.01,Very Good,G,SI1,59.1,57.0,18077,8.16,8.23,4.84
34883,2.01,Premium,I,SI1,60.9,60.0,15528,8.1,8.06,4.92
34884,0.3,Premium,I,VVS1,62.6,60.0,709,4.28,4.25,2.67
34885,0.32,Ideal,H,SI1,61.9,54.0,547,4.39,4.43,2.73
34886,0.36,Ideal,I,IF,62.0,55.0,735,4.59,4.61,2.85
34887,0.74,Very Good,E,VS1,63.1,58.0,2849,5.75,5.73,3.62
34888,0.29,Very Good,F,VVS1,59.8,61.0,609,4.31,4.35,2.59
34889,1.0,Good,I,SI1,63.8,58.0,3920,6.32,6.28,4.02
34890,0.87,Ideal,F,SI1,61.7,56.0,4188,6.1,6.12,3.77
34891,1.01,Very Good,E,VS2,63.3,56.0,6522,6.34,6.37,4.02
34892,0.52,Ideal,I,VS1,61.5,56.0,1357,5.19,5.16,3.18
34893,0.3,Very Good,D,VS2,62.5,59.0,710,4.23,4.28,2.66
34894,0.9,Premium,I,VS2,62.6,62.0,3292,6.13,6.04,3.81
34895,0.5,Premium,D,SI1,61.2,60.0,1654,5.14,5.09,3.13
34896,0.27,Very Good,D,VS2,62.0,57.0,470,4.11,4.15,2.56
34897,1.53,Ideal,G,SI1,60.1,57.0,10947,7.46,7.57,4.52
34898,0.31,Premium,I,VS2,60.7,61.0,558,4.34,4.32,2.63
34899,1.01,Premium,E,VS2,59.3,58.0,7240,6.53,6.49,3.86
34900,1.02,Premium,H,SI2,61.1,61.0,4113,6.51,6.48,3.97
34901,1.3,Very Good,J,VS2,61.6,56.0,5832,7.02,7.07,4.34
34902,1.08,Very Good,E,SI2,59.5,59.0,4840,6.71,6.78,4.01
34903,1.02,Ideal,F,VS1,61.5,56.0,7916,6.47,6.5,3.99
34904,0.38,Ideal,G,VVS2,61.5,55.2,929,4.67,4.71,2.89
34905,0.7,Ideal,F,I1,62.1,57.0,1928,5.67,5.64,3.52
34906,0.39,Premium,G,IF,59.0,60.0,1362,4.78,4.75,2.81
34907,0.26,Very Good,E,VVS1,61.5,56.0,657,4.1,4.15,2.53
34908,1.07,Premium,D,VS1,62.0,60.0,8359,6.55,6.49,4.04
34909,1.51,Very Good,I,SI1,61.6,58.0,9283,7.35,7.3,4.51
34910,0.38,Premium,F,VVS1,59.2,58.0,1200,4.76,4.8,2.83
34911,2.05,Premium,I,SI2,62.0,58.0,9850,8.13,8.08,5.02
34912,0.33,Ideal,H,VVS2,61.9,55.0,666,4.45,4.47,2.76
34913,0.35,Ideal,E,SI1,60.7,56.0,667,4.57,4.59,2.78
34914,0.42,Premium,F,SI1,62.7,55.0,992,4.83,4.8,3.02
34915,0.28,Ideal,H,IF,62.0,56.0,586,4.2,4.23,2.61
34916,1.74,Premium,F,I1,59.9,58.0,6821,7.88,7.82,4.7
34917,1.0,Premium,D,VVS2,61.3,58.0,9660,6.42,6.37,3.92
34918,0.76,Very Good,G,SI2,62.0,57.0,2422,5.82,5.86,3.62
34919,0.31,Ideal,I,VS1,62.5,53.4,502,4.31,4.34,2.7
34920,1.08,Ideal,F,VS2,62.3,54.0,7917,6.6,6.56,4.1
34921,0.5,Very Good,G,VVS1,60.9,57.0,1843,5.1,5.15,3.12
34922,0.4,Ideal,D,VS2,61.6,57.0,1050,4.77,4.71,2.92
34923,0.4,Good,D,SI2,64.0,56.0,599,4.64,4.7,2.99
34924,0.57,Good,I,SI1,63.3,56.0,1072,5.27,5.29,3.34
34925,1.51,Ideal,F,SI1,62.6,57.0,12252,7.31,7.25,4.56
34926,0.91,Ideal,G,SI1,62.6,57.0,3884,6.16,6.21,3.87
34927,2.04,Fair,E,SI2,65.4,55.0,12799,7.87,7.93,5.17
34928,1.19,Premium,I,SI2,60.1,59.0,4498,6.9,6.82,4.12
34929,1.6,Very Good,H,SI1,63.2,55.0,9946,7.46,7.41,4.7
34930,0.24,Very Good,F,IF,60.4,58.0,552,4.02,4.06,2.44
34931,0.38,Very Good,G,VS2,60.4,57.0,766,4.67,4.7,2.83
34932,1.54,Ideal,G,VVS2,62.0,54.0,15415,7.36,7.43,4.59
34933,0.57,Ideal,E,VS1,61.5,55.0,2164,5.35,5.37,3.3
34934,0.41,Premium,G,VS2,59.7,59.0,827,4.81,4.84,2.88
34935,2.02,Ideal,I,SI2,61.7,57.0,13229,8.12,8.05,4.99
34936,1.07,Ideal,F,SI2,61.6,56.0,4954,0.0,6.62,0.0
34937,0.32,Ideal,E,VS1,61.7,56.0,972,4.42,4.39,2.72
34938,1.51,Ideal,E,VS2,61.7,55.0,14482,7.37,7.34,4.54
34939,0.71,Ideal,F,SI2,59.3,57.0,2331,5.86,5.81,3.46
34940,1.33,Fair,G,SI2,63.0,62.0,6078,6.9,6.87,4.34
34941,0.3,Very Good,H,SI1,62.9,57.0,421,4.28,4.31,2.7
34942,0.25,Premium,E,VVS1,60.7,60.0,740,4.11,4.09,2.49
34943,0.4,Ideal,G,IF,63.1,54.0,1239,4.69,4.73,2.97
34944,0.32,Ideal,H,VS2,62.0,55.0,648,4.42,4.39,2.73
34945,0.71,Very Good,G,VS2,61.5,57.0,2543,5.69,5.73,3.51
34946,1.0,Ideal,H,SI2,61.5,55.6,4459,6.41,6.48,3.96
34947,1.01,Very Good,E,VVS1,63.1,59.0,10760,6.34,6.31,3.99
34948,0.9,Ideal,F,VS2,62.6,56.0,4801,6.16,6.23,3.88
34949,1.02,Ideal,F,SI2,62.6,56.0,4851,6.38,6.44,4.01
34950,1.55,Premium,J,SI2,62.6,57.0,6890,7.37,7.32,4.6
34951,0.4,Premium,E,SI1,61.7,60.0,882,4.72,4.68,2.9
34952,1.22,Premium,H,SI1,60.6,60.0,6387,6.92,6.85,4.17
34953,0.42,Ideal,E,VS2,62.0,55.0,1024,4.82,4.8,2.98
34954,0.4,Ideal,I,VS2,61.7,57.0,770,4.73,4.77,2.93
34955,0.76,Very Good,F,SI1,62.7,57.0,2533,5.81,5.86,3.66
34956,1.5,Premium,D,SI2,59.9,62.0,10517,7.4,7.37,4.42
34957,0.52,Premium,D,VS2,59.4,61.0,1828,5.24,5.23,3.11
34958,1.54,Good,E,SI1,63.8,57.0,12779,7.31,7.34,4.67
34959,0.36,Ideal,E,VS2,61.1,57.0,673,4.56,4.61,2.8
34960,0.33,Ideal,I,VVS2,62.7,54.0,743,4.45,4.42,2.78
34961,2.17,Ideal,H,SI2,62.0,56.0,17805,8.25,8.29,5.13
34962,1.35,Premium,G,VS1,62.1,59.0,10012,7.06,7.02,4.37
34963,0.4,Premium,F,VS1,61.4,58.0,1050,4.75,4.73,2.91
34964,0.3,Very Good,H,VVS2,62.8,57.0,605,4.22,4.25,2.66
34965,0.5,Premium,E,I1,60.7,61.0,840,5.14,5.05,3.09
34966,1.03,Ideal,F,SI1,61.3,57.0,5378,6.58,6.51,4.01
34967,1.52,Very Good,D,VS2,61.9,56.0,14698,7.31,7.35,4.54
34968,0.56,Very Good,G,VS2,60.9,58.0,1580,5.34,5.36,3.26
34969,0.38,Very Good,H,VS2,62.8,56.0,700,4.59,4.62,2.89
34970,0.32,Premium,H,IF,60.7,58.0,1116,4.47,4.46,2.71
34971,1.53,Fair,I,VS2,57.7,69.0,8996,7.6,7.51,4.36
34972,1.5,Very Good,F,SI2,62.3,60.0,8431,7.29,7.34,4.56
34973,1.14,Very Good,G,VS1,63.4,58.0,7171,6.67,6.61,4.21
34974,1.0,Premium,F,SI2,61.6,62.0,4333,6.37,6.3,3.9
34975,0.41,Ideal,I,SI1,61.7,55.0,561,4.77,4.8,2.95
34976,0.39,Very Good,I,VS2,60.1,57.0,679,4.74,4.77,2.86
34977,0.72,Very Good,E,SI2,62.2,59.0,2401,5.72,5.79,3.58
34978,1.0,Good,G,VS2,63.4,57.0,5702,6.27,6.31,3.99
34979,1.0,Premium,D,SI1,60.3,59.0,5775,6.44,6.47,3.89
34980,1.57,Premium,I,VS2,60.8,59.0,7385,7.5,7.47,4.55
34981,0.41,Ideal,E,SI2,61.2,56.0,760,4.81,4.84,2.95
34982,0.54,Ideal,G,VS2,61.2,56.0,1605,5.25,5.26,3.22
34983,0.73,Very Good,J,VS2,60.6,61.0,1952,5.77,5.81,3.51
34984,0.32,Premium,G,VS1,62.8,59.0,828,4.37,4.33,2.73
34985,0.31,Premium,D,SI2,62.9,59.0,593,4.31,4.28,2.7
34986,1.24,Premium,F,VS2,62.4,60.0,9513,6.83,6.8,4.25
34987,0.77,Ideal,F,VS1,62.1,57.0,3387,5.88,5.84,3.64
34988,1.0,Very Good,D,SI2,59.4,60.0,4543,6.48,6.56,3.87
34989,0.31,Premium,H,VS1,62.6,60.0,544,4.3,4.32,2.7
34990,0.92,Premium,G,SI2,59.4,62.0,3555,6.36,6.34,3.77
34991,1.22,Premium,D,SI2,61.8,58.0,5643,6.86,6.8,4.22
34992,0.4,Ideal,E,VVS1,61.5,56.0,1397,4.78,4.75,2.93
34993,0.6,Very Good,H,VVS1,61.5,56.0,2142,5.43,5.46,3.35
34994,0.3,Ideal,F,VS2,62.5,53.3,601,4.28,4.31,2.69
34995,2.06,Premium,G,SI2,59.8,61.0,15949,8.26,8.22,4.93
34996,1.1,Ideal,G,VS2,60.0,57.0,6653,6.74,6.7,4.03
34997,1.0,Premium,E,SI1,62.7,61.0,5027,6.37,6.32,3.98
34998,1.2,Premium,E,SI2,62.6,56.0,6397,6.84,6.77,4.26
34999,0.24,Good,F,VS1,60.2,65.0,383,3.97,4.0,2.4
35000,0.43,Premium,F,SI1,61.7,58.0,948,4.84,4.82,2.98
35001,1.25,Ideal,F,VS2,62.8,57.0,8764,6.87,6.85,4.31
35002,0.9,Premium,I,VS2,59.8,61.0,3431,6.22,6.13,3.69
35003,0.41,Ideal,G,VS2,62.7,56.0,1061,4.77,4.74,2.98
35004,0.51,Premium,J,VS2,61.9,61.0,1080,5.12,5.09,3.16
35005,0.43,Ideal,G,VS1,61.6,55.1,1005,4.85,4.89,3.0
35006,1.03,Premium,H,VS1,61.2,58.0,5744,6.52,6.55,4.0
35007,0.32,Ideal,G,VVS2,62.0,55.0,936,4.44,4.4,2.74
35008,0.38,Ideal,I,SI1,61.8,54.0,593,4.66,4.7,2.89
35009,0.31,Good,H,SI1,63.1,57.0,446,4.31,4.34,2.73
35010,0.75,Very Good,H,SI2,61.9,56.0,2228,5.79,5.87,3.61
35011,1.02,Ideal,G,VVS1,61.5,57.0,8317,6.47,6.44,3.97
35012,0.71,Ideal,F,VS1,61.1,56.0,3404,5.75,5.78,3.52
35013,0.51,Very Good,G,VS2,63.5,57.0,1443,5.06,5.05,3.21
35014,0.3,Premium,H,VS2,62.5,59.0,473,4.23,4.28,2.66
35015,0.3,Ideal,F,VS2,62.0,54.0,605,4.31,4.34,2.68
35016,0.72,Ideal,J,VVS1,62.4,58.0,2139,5.71,5.76,3.58
35017,0.85,Fair,G,I1,62.7,60.0,1651,6.05,5.96,3.77
35018,0.8,Ideal,I,SI1,59.4,58.0,2927,6.07,6.09,3.61
35019,1.3,Premium,G,VS2,62.2,58.0,8854,6.92,6.98,4.32
35020,0.38,Ideal,E,VVS1,62.3,56.0,1154,4.64,4.67,2.9
35021,2.01,Premium,I,VS2,59.5,60.0,13003,8.26,8.21,4.9
35022,0.9,Good,E,SI1,63.8,61.0,3332,6.08,6.05,3.87
35023,0.7,Premium,H,I1,60.0,59.0,1621,5.8,5.77,3.47
35024,1.19,Ideal,E,SI1,61.3,57.0,6911,6.81,6.83,4.18
35025,1.44,Ideal,G,VS1,62.6,57.0,12093,7.21,7.19,4.51
35026,1.01,Ideal,F,VS1,62.0,57.0,7887,6.46,6.42,3.99
35027,1.46,Premium,I,SI2,62.4,59.0,5519,7.21,7.16,4.49
35028,0.4,Premium,D,SI2,61.1,58.0,855,4.76,4.73,2.9
35029,0.91,Premium,G,VS2,60.8,56.0,4357,6.28,6.21,3.8
35030,0.71,Premium,G,SI1,58.9,62.0,2181,5.85,5.79,3.43
35031,1.24,Ideal,I,VS2,62.4,57.0,5638,6.82,6.9,4.28
35032,0.73,Fair,F,SI2,64.7,56.0,1631,5.6,5.53,3.6
35033,0.3,Very Good,G,VVS2,61.6,60.0,684,4.24,4.27,2.62
35034,0.7,Good,H,VS2,62.2,61.6,2428,5.63,5.66,3.51
35035,0.43,Ideal,D,SI2,62.6,56.0,716,4.84,4.88,3.04
35036,0.86,Ideal,I,VVS2,61.4,58.0,3544,6.07,6.1,3.74
35037,1.62,Ideal,J,SI1,62.4,53.2,8075,7.47,7.51,4.68
35038,0.91,Premium,F,SI2,61.0,51.0,3546,6.24,6.21,3.8
35039,0.33,Ideal,F,VVS2,62.4,56.0,1067,4.43,4.41,2.76
35040,1.01,Good,G,VS2,57.5,62.0,5701,6.58,6.53,3.77
35041,1.12,Premium,H,SI2,61.0,56.0,4077,6.68,6.65,4.07
35042,0.35,Ideal,D,SI2,62.2,56.0,669,4.55,4.52,2.82
35043,0.3,Very Good,G,VS1,62.0,60.0,605,4.23,4.28,2.64
35044,1.51,Ideal,D,SI1,61.9,57.0,11942,7.42,7.35,4.57
35045,0.29,Very Good,G,VVS2,60.2,59.0,541,4.27,4.3,2.58
35046,0.41,Ideal,D,VVS2,62.5,57.0,1181,4.75,4.72,2.96
35047,1.35,Premium,H,VS2,60.5,62.0,6093,7.16,7.11,4.32
35048,1.27,Premium,D,SI2,58.9,59.0,5618,7.14,7.02,4.17
35049,0.37,Premium,E,SI1,61.8,58.0,833,4.64,4.59,2.85
35050,0.32,Very Good,G,VS1,62.8,54.0,645,4.38,4.41,2.76
35051,1.16,Very Good,F,SI1,63.4,55.0,6301,6.73,6.65,4.24
35052,0.61,Ideal,G,VS1,61.5,56.0,2182,5.48,5.5,3.38
35053,0.3,Very Good,H,SI1,63.4,60.0,554,4.25,4.23,2.69
35054,0.52,Very Good,I,SI2,60.9,59.0,974,5.14,5.18,3.14
35055,0.74,Very Good,H,VS2,62.9,57.0,2451,5.73,5.78,3.62
35056,0.34,Very Good,F,SI1,63.0,54.0,566,4.48,4.5,2.83
35057,0.72,Very Good,H,VS2,62.9,58.0,2396,5.7,5.75,3.6
35058,0.39,Ideal,E,VS1,62.3,57.0,1097,4.67,4.64,2.9
35059,0.54,Ideal,G,SI1,62.6,57.0,1389,5.21,5.18,3.25
35060,0.5,Ideal,E,VS2,62.7,55.0,1559,5.12,5.08,3.2
35061,0.31,Premium,I,SI1,61.3,58.0,523,4.37,4.34,2.67
35062,0.87,Ideal,H,VS2,62.3,57.0,3372,6.08,6.12,3.8
35063,1.09,Good,F,SI2,60.8,61.4,5167,6.59,6.64,4.02
35064,0.41,Ideal,E,VS1,62.0,55.0,1153,4.77,4.74,2.95
35065,1.59,Very Good,G,SI1,62.3,60.0,11613,7.42,7.49,4.64
35066,1.3,Ideal,G,SI2,61.9,57.0,5169,7.01,6.95,4.32
35067,0.3,Very Good,G,VS2,59.3,59.0,491,4.38,4.42,2.61
35068,2.04,Premium,I,I1,61.1,61.0,7403,8.25,8.12,5.0
35069,0.72,Ideal,D,SI2,62.7,55.0,2647,5.7,5.72,3.58
35070,0.37,Very Good,H,SI1,62.6,63.0,613,4.6,4.5,2.85
35071,1.7,Premium,F,VS2,62.5,61.0,13737,7.54,7.45,4.69
35072,0.34,Ideal,E,VS1,61.8,57.0,1033,4.5,4.47,2.77
35073,0.75,Very Good,F,SI1,60.6,60.0,2463,5.88,5.91,3.57
35074,1.0,Ideal,F,SI2,62.7,57.0,4155,6.34,6.29,3.96
35075,0.54,Ideal,F,VVS2,60.7,56.0,2582,5.27,5.3,3.21
35076,0.36,Very Good,G,SI1,61.2,63.0,537,4.56,4.59,2.8
35077,0.91,Fair,H,SI1,65.8,58.0,2854,6.04,6.01,3.96
35078,0.81,Ideal,G,VS2,60.8,60.0,3398,5.98,6.0,3.64
35079,1.01,Very Good,F,VS2,62.0,59.0,6159,6.38,6.42,3.97
35080,0.31,Ideal,D,VVS2,61.6,56.0,982,4.38,4.34,2.69
35081,1.26,Ideal,J,VS1,62.2,58.0,6332,6.88,6.92,4.29
35082,0.63,Ideal,I,VVS1,62.8,58.0,2064,5.44,5.49,3.43
35083,1.51,Premium,E,SI1,59.6,61.0,12236,7.53,7.43,4.46
35084,0.33,Ideal,H,VS1,61.7,54.0,579,4.45,4.47,2.75
35085,1.0,Premium,H,SI2,61.0,61.0,3864,6.31,6.27,3.84
35086,0.3,Ideal,G,VVS1,61.6,58.0,764,4.31,4.32,2.66
35087,0.43,Premium,H,SI1,61.5,58.0,919,4.86,4.8,2.97
35088,0.47,Fair,E,VS2,56.3,64.0,1075,5.19,5.14,2.91
35089,0.3,Ideal,G,VVS1,62.6,55.0,753,4.27,4.32,2.69
35090,0.71,Ideal,E,SI1,62.8,53.0,2612,5.67,5.7,3.57
35091,1.04,Ideal,F,SI1,61.2,56.0,5145,6.54,6.6,4.02
35092,0.34,Premium,E,VS2,61.0,59.0,956,4.51,4.48,2.74
35093,0.31,Premium,E,VVS1,62.0,59.0,789,4.3,4.34,2.68
35094,0.37,Premium,E,VS2,61.0,59.0,1041,4.63,4.59,2.81
35095,1.52,Premium,F,VS2,62.3,56.0,14544,7.34,7.29,4.56
35096,0.9,Very Good,I,SI1,60.5,58.0,3220,6.22,6.27,3.78
35097,0.5,Premium,G,VS1,60.9,59.0,1583,5.14,5.11,3.12
35098,0.5,Ideal,E,SI1,62.4,56.0,1259,5.03,5.07,3.15
35099,0.23,Very Good,F,VVS2,60.4,61.0,505,3.93,3.95,2.38
35100,0.73,Ideal,G,VVS2,61.9,56.0,3183,5.74,5.81,3.61
35101,0.55,Ideal,D,VVS2,60.8,56.0,3468,5.31,5.34,3.24
35102,0.43,Ideal,E,VS2,61.9,56.0,981,4.85,4.88,3.01
35103,0.7,Premium,H,SI1,60.9,62.0,2331,5.72,5.65,3.46
35104,1.21,Premium,G,VS2,62.2,60.0,7611,6.79,6.75,4.21
35105,0.82,Ideal,F,SI2,61.7,53.0,2867,6.12,6.0,3.74
35106,0.9,Very Good,D,SI1,63.4,57.0,4447,6.13,6.1,3.88
35107,0.29,Ideal,H,VS1,62.4,54.0,464,4.23,4.26,2.65
35108,1.53,Very Good,E,VS2,61.2,60.0,14282,7.49,7.4,4.56
35109,1.38,Premium,G,VS1,62.4,58.0,10850,7.14,7.09,4.44
35110,1.0,Good,F,SI2,59.4,64.0,3858,6.36,6.29,3.76
35111,0.64,Ideal,G,SI2,62.2,53.0,1175,5.54,5.56,3.45
35112,1.58,Good,I,VS1,58.6,62.0,9775,7.59,7.66,4.47
35113,0.33,Ideal,H,VVS2,62.2,54.0,666,4.44,4.46,2.77
35114,0.55,Ideal,F,SI2,62.3,57.0,1175,5.22,5.27,3.27
35115,1.01,Premium,H,SI2,60.8,59.0,3733,6.51,6.46,3.94
35116,1.02,Very Good,E,VS2,60.3,60.0,6103,6.58,6.48,3.94
35117,1.61,Very Good,J,SI1,61.7,60.0,7695,7.45,7.5,4.61
35118,0.71,Very Good,F,VS2,61.3,56.0,2709,5.7,5.76,3.51
35119,0.25,Very Good,F,VVS2,62.8,54.0,633,4.0,4.03,2.52
35120,1.2,Ideal,G,VS2,61.9,57.0,7930,6.86,6.83,4.24
35121,1.01,Premium,F,SI1,59.1,59.0,4989,6.56,6.5,3.86
35122,0.41,Ideal,D,VS1,62.1,56.0,1151,4.77,4.8,2.97
35123,0.72,Ideal,H,VS1,61.6,59.0,2642,5.75,5.78,3.55
35124,0.51,Very Good,J,SI1,62.6,59.0,930,5.06,5.1,3.18
35125,2.48,Very Good,F,SI2,63.4,56.0,18692,8.64,8.55,5.45
35126,2.0,Good,J,VS2,58.0,62.0,13542,8.17,8.25,4.76
35127,0.51,Ideal,F,VS1,61.9,56.0,1836,5.17,5.11,3.18
35128,0.9,Very Good,G,VS2,60.2,59.0,4503,6.22,6.28,3.76
35129,0.41,Ideal,E,SI2,61.9,57.0,876,4.8,4.76,2.96
35130,1.51,Premium,H,I1,60.9,56.0,4404,7.38,7.26,4.46
35131,1.2,Good,I,SI1,62.3,58.0,5211,6.66,6.72,4.17
35132,0.36,Premium,F,VS2,60.5,60.0,726,4.55,4.61,2.77
35133,0.32,Premium,H,VS2,61.9,58.0,648,4.39,4.37,2.71
35134,0.9,Very Good,H,VS2,61.6,63.0,3878,6.1,6.14,3.77
35135,0.34,Ideal,G,VVS1,62.1,57.0,956,4.47,4.45,2.77
35136,0.53,Ideal,G,VVS1,62.1,54.0,1990,5.2,5.23,3.24
35137,0.47,Premium,D,SI1,60.6,61.0,987,5.04,5.0,3.04
35138,0.36,Very Good,H,SI1,63.0,55.0,505,4.51,4.54,2.85
35139,0.56,Ideal,G,VVS1,62.3,55.0,2055,5.25,5.31,3.29
35140,0.31,Ideal,G,VS1,60.8,57.0,645,4.39,4.42,2.68
35141,0.76,Ideal,F,VS1,61.6,56.0,3446,5.87,5.91,3.63
35142,1.53,Ideal,I,SI2,61.3,59.0,8062,7.42,7.39,4.54
35143,0.5,Very Good,D,SI2,58.9,60.0,1123,5.2,5.23,3.07
35144,0.32,Premium,E,VS2,62.6,58.0,702,4.36,4.4,2.74
35145,0.5,Premium,D,VS2,61.2,60.0,1752,5.08,5.12,3.12
35146,0.52,Ideal,D,SI1,62.4,57.0,1720,5.18,5.14,3.22
35147,0.9,Very Good,G,SI1,63.2,62.0,3512,6.19,6.09,3.88
35148,1.01,Very Good,G,VS2,61.9,56.0,6105,6.34,6.42,3.95
35149,0.84,Ideal,J,VS1,62.0,55.0,2456,6.07,6.06,3.76
35150,0.54,Good,D,SI1,63.7,57.0,1263,5.22,5.14,3.3
35151,0.45,Ideal,F,VVS1,61.8,55.0,1833,4.92,4.95,3.05
35152,1.21,Ideal,G,VS1,62.2,56.0,9026,6.87,6.85,4.26
35153,0.46,Good,E,SI1,62.7,58.0,967,4.87,4.92,3.07
35154,1.22,Very Good,J,SI2,63.5,58.0,3443,6.8,6.75,4.3
35155,1.04,Ideal,H,SI2,62.1,56.0,4404,6.48,6.5,4.03
35156,1.23,Premium,D,SI1,62.5,58.0,7715,6.85,6.79,4.27
35157,2.01,Fair,J,SI1,64.4,61.0,11212,7.74,7.78,5.0
35158,0.32,Ideal,H,VVS2,61.8,55.0,828,4.42,4.38,2.72
35159,0.3,Ideal,H,VS2,61.4,55.0,491,4.34,4.36,2.67
35160,1.5,Good,E,SI1,61.3,65.0,10868,7.17,7.23,4.41
35161,2.0,Very Good,I,SI1,63.6,57.0,14057,7.9,7.99,5.05
35162,1.5,Premium,E,SI2,61.7,58.0,8190,7.2,7.17,4.43
35163,1.01,Premium,F,SI2,62.2,59.0,5096,6.41,6.38,3.98
35164,0.31,Ideal,E,VS2,61.8,55.0,680,4.33,4.35,2.68
35165,1.01,Premium,G,VS1,60.9,58.0,6759,6.43,6.47,3.93
35166,0.31,Ideal,G,VVS2,62.7,57.0,846,4.35,4.32,2.72
35167,0.31,Premium,G,VVS2,61.5,58.0,907,4.34,4.31,2.66
35168,0.46,Ideal,J,IF,61.8,56.0,1221,4.98,4.95,3.07
35169,0.53,Very Good,G,SI1,62.5,55.0,1267,5.12,5.24,3.24
35170,1.11,Premium,I,SI2,61.5,58.0,4196,6.65,6.61,4.08
35171,0.71,Ideal,H,VS1,61.4,56.0,3229,5.74,5.78,3.54
35172,0.7,Ideal,I,VS2,62.5,54.0,2390,5.68,5.71,3.56
35173,0.3,Very Good,E,VVS2,59.7,57.0,622,4.37,4.43,2.62
35174,0.45,Ideal,E,VVS2,61.6,56.0,1817,4.96,4.98,3.06
35175,1.7,Premium,G,SI2,62.2,59.0,7414,7.68,7.6,4.75
35176,0.76,Ideal,E,SI2,62.8,56.0,2873,5.78,5.82,3.64
35177,1.61,Ideal,F,VS1,62.0,55.0,17256,7.52,7.55,4.67
35178,0.3,Very Good,D,SI1,62.2,58.0,552,4.28,4.31,2.67
35179,0.27,Ideal,I,VS1,62.2,54.0,432,4.16,4.2,2.6
35180,0.9,Premium,E,SI1,62.4,57.0,3609,6.19,6.14,3.85
35181,0.9,Very Good,G,VS1,61.4,57.0,5135,6.2,6.24,3.82
35182,1.37,Very Good,I,VS1,61.8,57.0,7939,7.09,7.14,4.4
35183,2.02,Very Good,H,VS2,62.7,58.0,18398,7.96,8.01,5.01
35184,0.71,Very Good,F,VVS2,60.6,58.0,3494,5.76,5.79,3.5
35185,1.01,Premium,E,SI1,62.0,58.0,4853,6.41,6.37,3.96
35186,0.5,Ideal,H,SI1,62.4,56.0,1140,5.07,5.09,3.17
35187,2.0,Very Good,E,SI2,58.1,60.0,15840,8.25,8.32,4.81
35188,0.7,Very Good,H,VS1,62.5,61.0,2453,5.62,5.67,3.53
35189,2.01,Premium,J,VS2,61.1,59.0,13228,8.07,8.04,4.92
35190,1.01,Premium,F,VVS2,60.4,59.0,9065,6.45,6.49,3.91
35191,0.3,Premium,D,SI2,62.4,58.0,447,4.28,4.31,2.68
35192,0.4,Very Good,G,IF,61.8,58.0,1173,4.69,4.73,2.91
35193,1.07,Ideal,F,SI1,60.6,57.0,5909,6.62,6.67,1.07
35194,0.28,Ideal,F,VVS2,61.8,56.0,787,4.18,4.22,2.6
35195,1.01,Very Good,D,SI1,61.6,60.0,5443,6.43,6.47,3.97
35196,0.43,Ideal,G,SI1,62.2,54.0,763,4.84,4.88,3.02
35197,1.02,Premium,F,SI2,61.1,62.0,4057,6.54,6.49,3.98
35198,0.31,Premium,D,SI1,60.9,60.0,571,4.38,4.39,2.67
35199,0.4,Ideal,F,VVS1,61.7,57.0,1206,4.75,4.72,2.92
35200,1.33,Good,J,VS2,57.4,62.0,5251,7.3,7.23,4.17
35201,0.31,Ideal,G,IF,61.5,57.0,840,4.35,4.37,2.68
35202,0.32,Ideal,E,VS2,62.9,56.0,900,4.39,4.36,2.75
35203,2.58,Premium,H,SI2,62.6,57.0,16195,8.77,8.73,5.48
35204,0.53,Ideal,D,SI2,61.6,55.0,1316,5.21,5.24,3.22
35205,1.5,Very Good,I,VS2,60.1,60.0,8974,7.38,7.35,4.43
35206,0.32,Ideal,D,SI2,59.8,57.0,612,4.46,4.4,2.65
35207,0.43,Ideal,E,VVS2,60.8,57.0,1062,4.87,4.9,2.97
35208,0.35,Ideal,E,SI2,61.4,56.0,630,4.55,4.51,2.78
35209,0.31,Ideal,H,VS2,61.9,55.0,628,4.38,4.35,2.7
35210,0.53,Very Good,E,VS1,61.7,59.0,1844,5.18,5.2,3.2
35211,0.32,Premium,H,SI2,61.8,55.0,517,4.42,4.35,2.71
